Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
10/25/2021,2021,Norwalk,275160,476000,Single Family,Detached House,3,1,1050,1.0234955,South
10/25/2021,2021,Bridgeport,103180,197500,Single Family,Detached House,3,2,1071,1.0234955,East
10/28/2021,2021,Bridgeport,115680,240000,Two Family,Duplex,4,4,1392,1.0234955,West
10/28/2021,2021,Bridgeport,85020,88950,Single Family,Detached House,3,3,961,1.0234955,East
10/28/2021,2021,Fairfield,785470,1075000,Single Family,Detached House,3,1,1046,1.0234955,South
10/28/2021,2021,West Hartford,444584.207,345000,Single Family,Detached House,3,3,1019,1.0234955,East
10/28/2021,2021,Norwalk,320840,415000,Single Family,Detached House,3,2,946,1.0234955,North
10/29/2021,2021,Waterbury,67030,155000,Single Family,Detached House,3,1,1015,1.0234955,North
10/29/2021,2021,Greenwich,948780,2000000,Single Family,Detached House,3,3,1072,1.0234955,North
10/29/2021,2021,West Hartford,465640,570000,Single Family,Detached House,3,3,1021,1.0234955,South
10/29/2021,2021,Bridgeport,144800,96000,Single Family,Detached House,3,3,1063,1.0234955,South
10/30/2021,2021,Bridgeport,118890,175000,Single Family,Detached House,3,3,1051,1.0234955,South
10/30/2021,2021,Unknown,60000,105000,Single Family,Detached House,3,3,1053,1.0234955,South
10/30/2021,2021,Bridgeport,173990,260101,Three Family,Triplex,6,4,1840,1.0234955,South
10/30/2021,2021,Waterbury,169340,239000,Single Family,Detached House,3,3,1111.658981,1.0234955,North
10/30/2021,2021,Bridgeport,147880,217000,Single Family,Detached House,3,2,993,1.0234955,South
10/30/2021,2021,Fairfield,511210,907500,Single Family,Detached House,3,3,1008,1.0234955,North
10/30/2021,2021,Waterbury,70480,87351,Single Family,Detached House,3,1,914,1.0234955,East
10/30/2021,2021,Bridgeport,99800,146000,Single Family,Duplex,4,2,1369,1.0234955,North
10/31/2021,2021,Waterbury,52050,15000,Three Family,Triplex,6,4,1111.658981,1.0234955,West
10/31/2021,2021,West Hartford,207200,297500,Single Family,Detached House,3,2,1065,1.0234955,South
10/31/2021,2021,Stamford,347270,396000,Single Family,Duplex,4,2,1389,1.0234955,East
10/31/2021,2021,Waterbury,106190,179000,Two Family,Duplex,4,4,1421,1.0234955,North
10/31/2021,2021,Bridgeport,167410,287500,Single Family,Detached House,3,2,1111.658981,1.0234955,West
11/1/2021,2021,Unknown,61180,90000,Single Family,Triplex,6,5,1929,1.0234955,North
11/1/2021,2021,Norwalk,444170,652000,Single Family,Detached House,3,3,1111.658981,1.0234955,East
11/1/2021,2021,Unknown,73710,122900,Single Family,Detached House,3,1,953,1.0234955,East
11/1/2021,2021,West Hartford,169610,303000,Single Family,Detached House,3,2,945,1.0234955,North
11/1/2021,2021,Unknown,444584.207,1125000,Single Family,Detached House,3,2,1069,1.0234955,West
11/4/2021,2021,Bridgeport,57950,32500,Single Family,Detached House,3,1,1037,1.0234955,North
11/4/2021,2021,West Hartford,264950,430000,Single Family,Detached House,3,1,921,1.0234955,West
11/5/2021,2021,Unknown,308700,385000,Single Family,Detached House,3,3,1099,1.0234955,North
11/5/2021,2021,Stamford,398670,425000,Single Family,Detached House,3,3,1027,1.0234955,West
11/5/2021,2021,West Hartford,155190,185000,Single Family,Detached House,3,3,1013,1.0234955,North
11/5/2021,2021,Unknown,310606,505000,Single Family,Detached House,3,3,958,1.0234955,East
11/5/2021,2021,Unknown,444584.207,520200,Single Family,Detached House,3,1,901,1.0234955,North
11/6/2021,2021,Unknown,444584.207,475000,Single Family,Detached House,3,1,1096,1.0234955,West
11/6/2021,2021,Unknown,110790,162900,Single Family,Detached House,3,3,999,1.0234955,North
11/7/2021,2021,Waterbury,221410,282000,Single Family,Detached House,3,1,1111.658981,1.0234955,East
11/7/2021,2021,Fairfield,444584.207,520000,Single Family,Detached House,3,1,1028,1.0234955,South
11/7/2021,2021,Waterbury,83960,125000,Single Family,Detached House,3,1,928,1.0234955,South
11/7/2021,2021,Greenwich,744660,1075000,Single Family,Detached House,3,3,1027,1.0234955,North
11/7/2021,2021,Norwalk,288640,420000,Single Family,Detached House,3,2,1043,1.0234955,West
11/7/2021,2021,Stamford,463000,710528,Single Family,Detached House,3,1,1111.658981,1.0234955,South
11/8/2021,2021,Bridgeport,120150,225225,Three Family,Triplex,6,6,2097,1.0234955,East
11/8/2021,2021,Waterbury,69810,118000,Single Family,Detached House,3,2,955,1.0234955,West
11/8/2021,2021,Bridgeport,139030,250000,Single Family,Detached House,3,1,990,1.0234955,East
11/12/2021,2021,West Hartford,444584.207,419500,Two Family,Duplex,4,4,1350,1.0234955,East
11/12/2021,2021,West Hartford,270480,385000,Single Family,Detached House,3,1,1047,1.0234955,South
11/12/2021,2021,Unknown,103840,203000,Single Family,Detached House,3,3,1014,1.0234955,North
11/12/2021,2021,Waterbury,27780,165000,Three Family,Triplex,6,4,2196,1.0234955,East
11/12/2021,2021,Greenwich,569240,1075000,Single Family,Detached House,3,3,943,1.0234955,East
11/13/2021,2021,Bridgeport,130250,268000,Single Family,Detached House,3,3,1013,1.0234955,East
11/13/2021,2021,Waterbury,109720,153100,Single Family,Detached House,3,1,1040,1.0234955,West
11/13/2021,2021,West Hartford,186480,304000,Single Family,Detached House,3,2,1111.658981,1.0234955,North
11/13/2021,2021,Waterbury,113390,175000,Single Family,Detached House,3,2,961,1.0234955,North
11/13/2021,2021,West Hartford,444584.207,195000,Single Family,Detached House,3,1,1100,1.0234955,North
11/13/2021,2021,Unknown,259280,545000,Single Family,Detached House,3,1,921,1.0234955,West
11/13/2021,2021,Norwalk,283420,419000,Single Family,Detached House,3,2,1111.658981,1.0234955,North
11/14/2021,2021,Waterbury,67200,154000,Single Family,Detached House,3,1,1090,1.0234955,South
11/14/2021,2021,Norwalk,954160,2098444,Single Family,Detached House,3,1,924,1.0234955,North
11/14/2021,2021,Greenwich,1078910,1430000,Single Family,Detached House,3,3,951,1.0234955,South
11/15/2021,2021,Unknown,120980,240000,Two Family,Duplex,4,2,1111.658981,1.0234955,West
11/15/2021,2021,Stamford,674130,1025000,Single Family,Detached House,3,1,975,1.0234955,South
11/18/2021,2021,Stamford,388440,635000,Single Family,Detached House,3,1,931,1.0234955,West
11/18/2021,2021,Unknown,444584.207,440000,Single Family,Detached House,3,3,1111.658981,1.0234955,East
11/18/2021,2021,Bridgeport,444584.207,325000,Single Family,Detached House,3,3,1073,1.0234955,South
11/18/2021,2021,Unknown,498810,580000,Single Family,Detached House,3,3,1090,1.0234955,South
11/18/2021,2021,Bridgeport,128500,265000,Single Family,Detached House,3,1,924,1.0234955,South
11/18/2021,2021,Unknown,78500,165000,Three Family,Triplex,6,6,2010,1.0234955,South
11/18/2021,2021,Bridgeport,102300,195000,Single Family,Detached House,3,3,1069,1.0234955,East
11/18/2021,2021,Bridgeport,444584.207,190000,Single Family,Detached House,3,2,1111.658981,1.0234955,West
11/18/2021,2021,Waterbury,47810,76000,Two Family,Duplex,4,3,1343,1.0234955,South
11/18/2021,2021,Greenwich,444584.207,1695000,Single Family,Detached House,3,1,1013,1.0234955,West
11/18/2021,2021,Fairfield,617680,910000,Single Family,Detached House,3,2,1052,1.0234955,South
11/19/2021,2021,Norwalk,235400,375000,Single Family,Detached House,3,3,951,1.0234955,North
11/19/2021,2021,Fairfield,444584.207,292500,Single Family,Detached House,3,3,1006,1.0234955,West
11/19/2021,2021,Unknown,358110,585000,Two Family,Duplex,4,2,1265,1.0234955,East
11/19/2021,2021,Norwalk,1317370,1700000,Single Family,Detached House,3,1,1045,1.0234955,South
11/19/2021,2021,Bridgeport,154620,310000,Three Family,Triplex,6,6,2076,1.0234955,South
11/19/2021,2021,Fairfield,725690,940000,Single Family,Detached House,3,3,973,1.0234955,East
11/19/2021,2021,Norwalk,405660,575000,Single Family,Duplex,4,4,1111.658981,1.0234955,East
11/20/2021,2021,Fairfield,734720,735000,Single Family,Detached House,3,3,1044,1.0234955,South
11/20/2021,2021,Waterbury,84710,247500,Three Family,Triplex,6,4,2098,1.0234955,West
11/20/2021,2021,Waterbury,54730,89900,Single Family,Detached House,3,2,945,1.0234955,West
11/20/2021,2021,Bridgeport,88890,137000,Single Family,Detached House,3,1,1061,1.0234955,East
11/20/2021,2021,Stamford,347670,445000,Single Family,Detached House,3,1,1053,1.0234955,West
11/20/2021,2021,Norwalk,444584.207,493500,Single Family,Detached House,3,3,1071,1.0234955,South
11/21/2021,2021,Waterbury,444584.207,55000,Three Family,Triplex,6,4,1957,1.0234955,West
11/21/2021,2021,Unknown,272230,388900,Single Family,Detached House,3,1,1051,1.0234955,West
11/21/2021,2021,Fairfield,378910,535000,Single Family,Detached House,3,1,1003,1.0234955,West
11/22/2021,2021,Fairfield,348810,385000,Single Family,Detached House,3,3,1111.658981,1.0234955,South
11/22/2021,2021,Bridgeport,120220,195000,Two Family,Duplex,4,2,1465,1.0234955,West
11/22/2021,2021,Greenwich,921900,1445000,Single Family,Detached House,3,1,909,1.0234955,North
11/22/2021,2021,Stamford,501620,715000,Single Family,Detached House,3,2,1040,1.0234955,North
11/25/2021,2021,Stamford,503930,652222,Single Family,Detached House,3,1,1089,1.0234955,East
11/25/2021,2021,Stamford,365040,590000,Single Family,Detached House,3,3,1111.658981,1.0234955,West
11/25/2021,2021,Bridgeport,186700,375000,Single Family,Detached House,3,3,911,1.0234955,East
11/25/2021,2021,Norwalk,1729660,3775000,Single Family,Detached House,3,2,1088,1.0234955,South
11/26/2021,2021,Unknown,444584.207,57000,Single Family,Detached House,3,2,1031,1.0234955,West
11/27/2021,2021,Bridgeport,84650,150000,Two Family,Duplex,4,2,1290,1.0234955,North
11/27/2021,2021,Fairfield,444584.207,309000,Single Family,Detached House,3,3,1076,1.0234955,East
11/27/2021,2021,Waterbury,68280,76000,Single Family,Detached House,3,2,983,1.0234955,East
11/27/2021,2021,Bridgeport,146750,324000,Single Family,Detached House,3,2,960,1.0234955,West
11/27/2021,2021,Bridgeport,54560,125000,Single Family,Detached House,3,1,1055,1.0234955,South
11/27/2021,2021,Fairfield,326480,436250,Single Family,Detached House,3,3,980,1.0234955,East
11/27/2021,2021,Waterbury,52640,46000,Single Family,Detached House,3,1,946,1.0234955,North
11/27/2021,2021,Bridgeport,73600,189500,Single Family,Duplex,4,3,1284,1.0234955,North
12/2/2021,2021,West Hartford,170800,358500,Single Family,Detached House,3,2,1066,1.0234955,West
12/2/2021,2021,Unknown,274340,440000,Single Family,Detached House,3,2,1012,1.0234955,South
12/2/2021,2021,Greenwich,3265010,2900000,Single Family,Detached House,3,3,957,1.0234955,South
12/3/2021,2021,Unknown,211120,330525,Two Family,Duplex,4,2,1111.658981,1.0234955,South
12/3/2021,2021,West Hartford,238560,295000,Single Family,Detached House,3,3,1076,1.0234955,South
12/3/2021,2021,Waterbury,13490,18000,Single Family,Detached House,3,1,935,1.0234955,East
12/3/2021,2021,West Hartford,182420,285000,Single Family,Detached House,3,1,985,1.0234955,East
12/3/2021,2021,Bridgeport,85520,100000,Single Family,Detached House,3,2,1024,1.0234955,East
12/4/2021,2021,Unknown,76710,168500,Single Family,Detached House,3,3,1067,1.0234955,South
12/4/2021,2021,Waterbury,444584.207,179999,Single Family,Detached House,3,2,985,1.0234955,West
12/4/2021,2021,West Hartford,193410,322500,Single Family,Detached House,3,3,988,1.0234955,East
12/4/2021,2021,Greenwich,1091720,1600000,Single Family,Detached House,3,1,1049,1.0234955,West
12/5/2021,2021,Bridgeport,120940,288000,Two Family,Duplex,4,2,1209,1.0234955,North
12/5/2021,2021,Norwalk,444584.207,510000,Single Family,Detached House,3,3,1043,1.0234955,West
12/5/2021,2021,Fairfield,209300,243900,Single Family,Detached House,3,2,948,1.0234955,East
12/5/2021,2021,Waterbury,84800,65000,Single Family,Detached House,3,3,1090,1.0234955,South
12/5/2021,2021,Waterbury,70570,58000,Single Family,Detached House,3,3,994,1.0234955,West
12/6/2021,2021,Unknown,347680,545000,Single Family,Detached House,3,1,975,1.0234955,East
12/6/2021,2021,Stamford,1378070,3017500,Single Family,Detached House,3,3,1022,1.0234955,East
12/6/2021,2021,Greenwich,1858080,2875000,Single Family,Detached House,3,2,923,1.0234955,North
12/6/2021,2021,Bridgeport,147010,180000,Two Family,Duplex,4,4,1259,1.0234955,South
12/9/2021,2021,Waterbury,38480,120000,Three Family,Triplex,6,4,2137,1.0234955,South
12/9/2021,2021,Greenwich,444584.207,1221000,Single Family,Detached House,3,2,1031,1.0234955,West
12/9/2021,2021,Unknown,204050,342500,Single Family,Detached House,3,2,953,1.0234955,North
12/9/2021,2021,Waterbury,58570,125000,Single Family,Detached House,3,2,1111.658981,1.0234955,North
12/9/2021,2021,Norwalk,238980,336000,Single Family,Detached House,3,3,1073,1.0234955,South
12/9/2021,2021,Waterbury,86840,150000,Single Family,Detached House,3,1,977,1.0234955,South
12/10/2021,2021,Unknown,405210,450000,Single Family,Detached House,3,1,980,1.0234955,East
12/10/2021,2021,Greenwich,1175650,2020000,Single Family,Detached House,3,2,922,1.0234955,North
12/10/2021,2021,Norwalk,190040,253432,Single Family,Detached House,3,2,1084,1.0234955,South
12/11/2021,2021,Waterbury,444584.207,90000,Three Family,Triplex,6,4,1826,1.0234955,West
12/11/2021,2021,Stamford,534930,715000,Single Family,Detached House,3,2,1111.658981,1.0234955,South
12/11/2021,2021,Stamford,436710,550000,Single Family,Detached House,3,1,1083,1.0234955,South
12/11/2021,2021,Stamford,253580,440000,Single Family,Detached House,3,3,1111.658981,1.0234955,South
12/12/2021,2021,Stamford,808260,875000,Single Family,Detached House,3,2,900,1.0234955,South
12/12/2021,2021,Waterbury,108740,230000,Single Family,Detached House,3,2,1024,1.0234955,North
12/13/2021,2021,Bridgeport,81370,107500,Single Family,Detached House,3,1,944,1.0234955,South
12/13/2021,2021,Unknown,297410,400000,Two Family,Duplex,4,4,1111.658981,1.0234955,East
12/13/2021,2021,Norwalk,254990,405000,Single Family,Detached House,3,2,1037,1.0234955,South
12/13/2021,2021,West Hartford,180950,298000,Single Family,Detached House,3,2,977,1.0234955,North
12/16/2021,2021,Bridgeport,136710,230000,Single Family,Detached House,3,3,1041,1.0234955,South
12/16/2021,2021,Stamford,753910,795000,Single Family,Detached House,3,2,1111.658981,1.0234955,North
12/16/2021,2021,Unknown,58890,160000,Single Family,Detached House,3,2,984,1.0234955,East
12/16/2021,2021,West Hartford,304500,450000,Three Family,Triplex,6,5,1111.658981,1.0234955,South
12/16/2021,2021,Bridgeport,130250,180000,Three Family,Triplex,6,6,1828,1.0234955,West
12/16/2021,2021,Waterbury,444584.207,220000,Single Family,Detached House,3,3,975,1.0234955,South
12/16/2021,2021,Waterbury,185180,32500,Single Family,Detached House,3,1,956,1.0234955,South
12/17/2021,2021,Unknown,656740,850000,Single Family,Detached House,3,2,977,1.0234955,East
12/17/2021,2021,Bridgeport,160240,220500,Single Family,Detached House,3,3,1021,1.0234955,West
12/17/2021,2021,Norwalk,267090,350000,Single Family,Detached House,3,3,945,1.0234955,South
12/17/2021,2021,Waterbury,92010,160000,Single Family,Detached House,3,3,942,1.0234955,North
12/18/2021,2021,Bridgeport,176350,220000,Single Family,Detached House,3,3,1077,1.0234955,West
12/18/2021,2021,Unknown,447870,625600,Single Family,Detached House,3,1,1084,1.0234955,North
12/18/2021,2021,Stamford,444584.207,390000,Single Family,Detached House,3,3,933,1.0234955,North
12/19/2021,2021,Waterbury,65900,100000,Single Family,Detached House,3,2,1111.658981,1.0234955,West
12/19/2021,2021,Unknown,105640,179000,Single Family,Detached House,3,3,1052,1.0234955,South
12/19/2021,2021,Greenwich,444584.207,890000,Single Family,Detached House,3,2,900,1.0234955,North
12/20/2021,2021,West Hartford,194040,205000,Single Family,Detached House,3,2,996,1.0234955,West
12/20/2021,2021,Bridgeport,106440,178000,Single Family,Detached House,3,3,1020,1.0234955,East
12/23/2021,2021,Norwalk,219400,360000,Single Family,Detached House,3,3,1007,1.0234955,North
12/23/2021,2021,West Hartford,444584.207,289900,Single Family,Detached House,3,3,1111.658981,1.0234955,North
12/23/2021,2021,Waterbury,49540,30000,Single Family,Detached House,3,3,910,1.0234955,West
12/23/2021,2021,Greenwich,444584.207,700000,Single Family,Detached House,3,2,1038,1.0234955,South
12/24/2021,2021,Fairfield,564060,770000,Single Family,Detached House,3,3,1072,1.0234955,South
12/24/2021,2021,Fairfield,354410,700000,Single Family,Detached House,3,3,953,1.0234955,South
12/26/2021,2021,West Hartford,198100,272950,Single Family,Detached House,3,2,1061,1.0234955,West
12/26/2021,2021,Bridgeport,120790,244000,Two Family,Duplex,4,2,1393,1.0234955,North
12/26/2021,2021,Stamford,530670,725000,Single Family,Detached House,3,2,1067,1.0234955,North
12/26/2021,2021,Stamford,267700,425000,Single Family,Detached House,3,2,913,1.0234955,West
12/27/2021,2021,Waterbury,102560,90000,Single Family,Detached House,3,3,900,1.0234955,North
12/27/2021,2021,Waterbury,71100,57500,Single Family,Detached House,3,2,943,1.0234955,South
12/30/2021,2021,West Hartford,181650,300000,Single Family,Detached House,3,3,1075,1.0234955,East
12/30/2021,2021,Greenwich,444584.207,1010000,Single Family,Detached House,3,1,952,1.0234955,South
12/30/2021,2021,Norwalk,206830,222707,Single Family,Detached House,3,1,1111.658981,1.0234955,West
12/31/2021,2021,Bridgeport,142660,275000,Single Family,Detached House,3,1,1111.658981,1.0234955,East
12/31/2021,2021,West Hartford,102830,190000,Single Family,Detached House,3,2,1013,1.0234955,West
12/31/2021,2021,Greenwich,915740,1450000,Single Family,Detached House,3,1,1111.658981,1.0234955,South
12/31/2021,2021,Stamford,391060,578000,Single Family,Detached House,3,1,1088,1.0234955,East
1/2/2022,2022,Stamford,286190,393250,Single Family,Detached House,3,2,1025,1.003979,South
1/2/2022,2022,Waterbury,58770,125500,Three Family,Triplex,6,4,1111.658981,1.003979,East
1/3/2022,2022,Waterbury,89180,174000,Single Family,Detached House,3,3,1086,1.003979,North
1/3/2022,2022,Unknown,532280,1012500,Single Family,Detached House,3,2,990,1.003979,West
1/3/2022,2022,Waterbury,103590,186000,Three Family,Triplex,6,4,1839,1.003979,North
